Name,Product_Id__c,Location_Id__c,Forecast_Date__c,Forecast_Qty__c,Revenue_Amount__c,Customer_Id__c,Channel__c,Category__c,Sub_Category__c,Region__c,Country__c,Currency_Code__c,UOM__c,Period_Type__c,Fiscal_Period__c
FC-Q-00-000021,HPE-PROD-0192,LOC-015,2025-04-01,2842.02,681122.1,CUST-27563,PARTNER,STORAGE,PRIMERA,APJ,AU,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000022,HPE-PROD-0388,LOC-143,2025-04-01,2019.91,103980.07,CUST-57946,ONLINE,COMPUTE,BLADESYSTEM,EMEA,FR,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000023,HPE-PROD-0448,LOC-052,2025-04-01,854.26,306759.88,CUST-58500,DIRECT,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000024,HPE-PROD-0115,LOC-200,2025-04-01,4358.66,1927358.25,CUST-34262,PARTNER,COMPUTE,BLADESYSTEM,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000025,HPE-PROD-0018,LOC-064,2025-04-01,3311.26,913195.08,CUST-58007,DIRECT,STORAGE,PRIMERA,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000026,HPE-PROD-0421,LOC-070,2025-04-01,1724.11,295690.5,CUST-49859,VAR,NETWORKING,FLEXFABRIC,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000027,HPE-PROD-0059,LOC-110,2025-04-01,4072.41,840608.61,CUST-29794,DIRECT,AI,AI_FACTORY,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000028,HPE-PROD-0409,LOC-039,2025-04-01,3221.6,234100.98,CUST-32743,DIRECT,SERVER,PROLIANT,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000029,HPE-PROD-0171,LOC-184,2025-04-01,1199.18,403996.02,CUST-45983,ONLINE,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000030,HPE-PROD-0445,LOC-189,2025-04-01,1245.32,593814.61,CUST-44802,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000031,HPE-PROD-0377,LOC-040,2025-04-01,1106.6,161546.15,CUST-21013,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000032,HPE-PROD-0256,LOC-145,2025-04-01,4969.96,329189.66,CUST-53188,VAR,AI,AI_CLUSTER,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000033,HPE-PROD-0172,LOC-033,2025-04-01,1030.64,277950.2,CUST-25723,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000034,HPE-PROD-0279,LOC-032,2025-04-01,158.79,31081.58,CUST-18829,DISTRIBUTOR,NETWORKING,FLEXFABRIC,APJ,AU,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000035,HPE-PROD-0431,LOC-013,2025-04-01,2855.75,1148939.15,CUST-36368,DISTRIBUTOR,COMPUTE,SYNERGY,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000036,HPE-PROD-0152,LOC-184,2025-04-01,468.27,142246.5,CUST-51908,DIRECT,PRIVATE_CLOUD,GREENLAKE,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000037,HPE-PROD-0043,LOC-144,2025-04-01,1808.52,796184.95,CUST-57068,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000038,HPE-PROD-0030,LOC-198,2025-04-01,2391.56,519761.32,CUST-29407,PARTNER,STORAGE,PRIMERA,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000039,HPE-PROD-0080,LOC-191,2025-04-01,1536.36,190977.48,CUST-38171,DIRECT,PRIVATE_CLOUD,GREENLAKE,EMEA,UK,ZZZ,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000040,HPE-PROD-0196,LOC-078,2025-04-01,3285.5,1127459.45,CUST-20123,PARTNER,STORAGE,NIMBLE,EMEA,DE,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000041,HPE-PROD-0203,LOC-053,2025-04-01,1871.28,593156.41,CUST-55951,ONLINE,COMPUTE,BLADESYSTEM,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000042,HPE-PROD-0219,LOC-001,2025-04-01,1212.9,86462.73,CUST-24509,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000043,HPE-PROD-0458,LOC-041,2025-04-01,996.97,373655.05,CUST-22211,DISTRIBUTOR,SERVER,PROLIANT,EMEA,FR,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000044,HPE-PROD-0200,LOC-059,2025-04-01,3171.51,980321.58,CUST-11459,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000045,HPE-PROD-0155,LOC-111,2025-04-01,387.02,89293.66,CUST-44442,DIRECT,SERVER,APOLLO,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000046,HPE-PROD-0231,LOC-120,2025-04-01,3382.61,1550384.83,CUST-36044,ONLINE,UNKNOWN,SYNERGY,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000047,HPE-PROD-0279,LOC-158,2025-04-01,4649.39,2264718.15,CUST-51196,PARTNER,STORAGE,NIMBLE,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000048,HPE-PROD-0089,LOC-141,2025-04-01,2955.96,897082.92,CUST-13159,VAR,NETWORKING,ARUBA,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000049,HPE-PROD-0475,LOC-084,2025-04-01,4667.18,264817.86,CUST-40786,DIRECT,PRIVATE_CLOUD,GREENLAKE,APJ,AU,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000050,HPE-PROD-0226,LOC-103,2025-04-01,1938.92,318316.48,CUST-24183,DISTRIBUTOR,AI,AI_FACTORY,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000051,HPE-PROD-0083,LOC-125,2025-04-01,2209.84,264930.41,CUST-20402,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,EMEA,DE,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000052,HPE-PROD-0475,LOC-160,2025-04-01,461.57,219060.41,CUST-36474,PARTNER,AI,AI_FACTORY,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000053,HPE-PROD-0251,LOC-179,2025-04-01,3078.33,1479488.5,CUST-59200,DIRECT,NETWORKING,FLEXFABRIC,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000054,,LOC-087,2025-04-01,4161.58,1103332.18,CUST-16167,DIRECT,STORAGE,NIMBLE,APJ,AU,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000055,HPE-PROD-0381,LOC-012,2025-04-01,785.96,302185.55,CUST-19018,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000056,HPE-PROD-0492,LOC-034,2025-04-01,839.76,360631.6,CUST-55314,PARTNER,SERVER,PROLIANT,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000057,HPE-PROD-0351,LOC-026,2025-04-01,1165.53,310729.83,CUST-37500,VAR,SUPERCOMPUTING,CRAY_EX,EMEA,NL,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000058,HPE-PROD-0352,LOC-137,2025-04-01,2682.8,854098.81,CUST-17236,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000059,HPE-PROD-0141,LOC-060,2025-04-01,4819.63,1587667.31,CUST-59694,ONLINE,NETWORKING,FLEXFABRIC,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000060,HPE-PROD-0450,LOC-147,2025-04-01,4574.95,1924310.77,CUST-26464,PARTNER,COMPUTE,BLADESYSTEM,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000061,HPE-PROD-0378,LOC-083,2025-04-01,2969.34,1273119.75,CUST-11562,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000062,HPE-PROD-0210,LOC-088,2025-04-01,3639.09,234464.73,CUST-53740,VAR,STORAGE,PRIMERA,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000063,HPE-PROD-0304,LOC-079,2025-04-01,4194.05,1405185.32,CUST-39986,PARTNER,SERVER,APOLLO,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000064,HPE-PROD-0129,LOC-011,2025-04-01,1052.86,491233.37,CUST-58424,DIRECT,AI,AI_FACTORY,APJ,AU,ZZZ,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000065,HPE-PROD-0127,LOC-013,2025-04-01,4276.47,791826.45,CUST-17952,VAR,STORAGE,PRIMERA,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000066,HPE-PROD-0166,LOC-199,2025-04-01,137.57,17673.07,CUST-10482,PARTNER,COMPUTE,BLADESYSTEM,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000067,HPE-PROD-0196,LOC-199,2025-04-01,3257.84,505007.06,CUST-47190,VAR,AI,AI_FACTORY,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000068,HPE-PROD-0232,LOC-186,2025-04-01,3408.56,545155.95,CUST-42381,PARTNER,AI,AI_CLUSTER,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000069,HPE-PROD-0005,LOC-161,2025-04-01,4974.39,2167351.5,CUST-22512,PARTNER,COMPUTE,BLADESYSTEM,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000070,HPE-PROD-0036,LOC-141,2025-04-01,4769.34,1065710.0,CUST-13820,DISTRIBUTOR,STORAGE,PRIMERA,EMEA,DE,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000071,HPE-PROD-0146,LOC-038,2025-04-01,3913.01,762950.27,CUST-48784,PARTNER,STORAGE,PRIMERA,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000072,HPE-PROD-0201,LOC-096,2025-04-01,2048.59,934145.88,CUST-27710,PARTNER,SUPERCOMPUTING,CRAY_EX,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000073,HPE-PROD-0169,LOC-107,2025-04-01,2946.14,470196.38,CUST-11218,PARTNER,SERVER,PROLIANT,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000074,HPE-PROD-0058,LOC-103,2025-04-01,2246.41,608514.21,CUST-32662,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,EMEA,NL,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000075,HPE-PROD-0348,LOC-030,2025-04-01,4425.15,1709053.26,CUST-56307,PARTNER,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000076,HPE-PROD-0181,LOC-110,2025-04-01,791.88,179677.16,CUST-40973,ONLINE,AI,AI_FACTORY,EMEA,FR,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000077,HPE-PROD-0158,LOC-109,2025-04-01,3843.57,255193.2,CUST-57591,PARTNER,SERVER,APOLLO,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000078,HPE-PROD-0487,LOC-060,2025-04-01,227.75,45292.0,CUST-23411,DISTRIBUTOR,NETWORKING,FLEXFABRIC,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000079,HPE-PROD-0088,LOC-182,2025-04-01,178.69,30092.99,CUST-29604,DIRECT,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000080,HPE-PROD-0038,LOC-035,2025-04-01,2334.31,794327.78,CUST-20499,VAR,COMPUTE,BLADESYSTEM,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000081,HPE-PROD-0181,LOC-002,2025-04-01,3692.07,323242.35,CUST-14527,PARTNER,NETWORKING,ARUBA,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000082,HPE-PROD-0356,LOC-175,2025-04-01,4674.89,1583361.4,CUST-23409,DIRECT,SUPERCOMPUTING,CRAY_EX,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000083,HPE-PROD-0163,LOC-084,2025-04-01,1696.69,508212.04,CUST-21995,DIRECT,STORAGE,NIMBLE,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000084,HPE-PROD-0356,LOC-077,2025-04-01,2787.62,299064.84,CUST-41037,DISTRIBUTOR,STORAGE,PRIMERA,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000085,HPE-PROD-0016,LOC-138,2025-04-01,1881.08,784383.22,CUST-38192,DIRECT,COMPUTE,BLADESYSTEM,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000086,HPE-PROD-0263,LOC-103,2025-04-01,2109.97,592873.3,CUST-50315,ONLINE,STORAGE,PRIMERA,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000087,HPE-PROD-0255,LOC-091,2025-04-01,2428.39,1183669.53,CUST-58454,ONLINE,NETWORKING,ARUBA,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000088,HPE-PROD-0463,LOC-049,2025-04-01,3925.86,530948.87,CUST-23678,DIRECT,SUPERCOMPUTING,CRAY_EX,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000089,HPE-PROD-0078,LOC-035,2025-04-01,1455.81,286909.32,CUST-58409,PARTNER,PRIVATE_CLOUD,GREENLAKE,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000090,HPE-PROD-0175,LOC-018,2025-04-01,1763.74,718040.85,CUST-32464,PARTNER,SUPERCOMPUTING,CRAY_XD,APJ,IN,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000091,HPE-PROD-0068,LOC-020,2025-04-01,3035.57,1270459.79,CUST-21373,ONLINE,STORAGE,NIMBLE,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000092,HPE-PROD-0349,LOC-138,2025-04-01,640.79,35531.06,CUST-31208,PARTNER,AI,AI_CLUSTER,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000093,HPE-PROD-0100,LOC-033,2025-04-01,3372.79,1301414.51,CUST-46079,ONLINE,SERVER,APOLLO,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000094,HPE-PROD-0032,LOC-108,2025-04-01,3295.86,418590.06,CUST-33286,PARTNER,STORAGE,PRIMERA,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000095,HPE-PROD-0477,LOC-172,2025-04-01,1844.23,373905.56,CUST-42218,VAR,STORAGE,NIMBLE,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000096,HPE-PROD-0031,LOC-159,2025-04-01,4239.05,2104961.53,CUST-20088,VAR,NETWORKING,ARUBA,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000097,HPE-PROD-0054,LOC-087,2025-04-01,4279.02,1223483.38,CUST-22882,ONLINE,PRIVATE_CLOUD,GREENLAKE,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000098,HPE-PROD-0191,LOC-014,2025-04-01,264.58,88648.7,CUST-37673,PARTNER,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000099,HPE-PROD-0288,LOC-011,2025-04-01,4666.17,697517.78,CUST-34747,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,APJ,JP,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000100,HPE-PROD-0335,LOC-035,2025-04-01,318.05,155790.87,CUST-17120,DIRECT,STORAGE,NIMBLE,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000101,HPE-PROD-0309,LOC-076,2025-04-01,361.14,151312.9,CUST-13991,ONLINE,STORAGE,PRIMERA,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000102,HPE-PROD-0167,LOC-181,2025-04-01,3550.32,1278146.9,CUST-45930,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000103,HPE-PROD-0075,LOC-188,2025-04-01,235.05,100627.56,CUST-22886,DISTRIBUTOR,SERVER,PROLIANT,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000104,HPE-PROD-0229,LOC-034,2025-04-01,1702.9,441930.09,CUST-38120,PARTNER,COMPUTE,BLADESYSTEM,EMEA,DE,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000105,HPE-PROD-0386,LOC-015,2025-04-01,2738.98,907547.65,CUST-18983,DISTRIBUTOR,SERVER,APOLLO,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000106,HPE-PROD-0378,LOC-072,2025-04-01,1638.12,142885.46,CUST-31488,DIRECT,COMPUTE,SYNERGY,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000107,HPE-PROD-0431,LOC-021,2025-04-01,4586.72,588561.36,CUST-53718,PARTNER,COMPUTE,SYNERGY,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000108,HPE-PROD-0156,LOC-121,2025-04-01,1229.88,495439.68,CUST-35130,DISTRIBUTOR,STORAGE,PRIMERA,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000109,HPE-PROD-0099,LOC-179,2025-04-01,1330.18,235161.98,CUST-29353,PARTNER,AI,AI_FACTORY,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000110,HPE-PROD-0289,LOC-052,2025-04-01,2203.01,204894.24,CUST-16246,DISTRIBUTOR,COMPUTE,SYNERGY,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000111,HPE-PROD-0285,LOC-034,2025-04-01,1886.36,406477.83,CUST-13877,DISTRIBUTOR,SERVER,PROLIANT,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000112,HPE-PROD-0290,LOC-162,2025-04-01,1383.73,468106.6,CUST-12059,PARTNER,STORAGE,PRIMERA,EMEA,UK,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000113,HPE-PROD-0060,LOC-049,2025-04-01,3352.64,313709.66,CUST-49640,ONLINE,COMPUTE,BLADESYSTEM,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000114,HPE-PROD-0438,LOC-137,2025-04-01,4068.09,353165.87,CUST-14221,PARTNER,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000115,HPE-PROD-0262,LOC-091,2025-04-01,3172.18,1562620.4,CUST-18700,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000116,HPE-PROD-0160,LOC-136,2025-04-01,2032.43,479318.39,CUST-31393,PARTNER,MISC,ARUBA,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000117,HPE-PROD-0031,LOC-077,2025-04-01,1237.67,353651.26,CUST-23483,ONLINE,SUPERCOMPUTING,CRAY_EX,LATAM,BR,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000118,HPE-PROD-0034,LOC-098,2025-04-01,2582.29,1009502.57,CUST-38261,VAR,PRIVATE_CLOUD,GREENLAKE,LATAM,MX,BRL,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000119,HPE-PROD-0140,LOC-036,2025-04-01,1732.71,203530.58,CUST-29374,DIRECT,PRIVATE_CLOUD,GREENLAKE,EMEA,NL,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000120,HPE-PROD-0282,LOC-027,2025-04-01,1829.35,168513.46,CUST-11122,DIRECT,STORAGE,PRIMERA,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000121,HPE-PROD-0477,LOC-192,2025-04-01,3595.81,468327.23,CUST-54175,PARTNER,AI,AI_CLUSTER,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000122,HPE-PROD-0056,LOC-122,2025-04-01,2569.78,200240.46,CUST-48876,ONLINE,COMPUTE,SYNERGY,EMEA,NL,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000123,HPE-PROD-0102,LOC-069,2025-04-01,4648.23,2243422.1,CUST-43694,DISTRIBUTOR,COMPUTE,SYNERGY,NORTH_AMERICA,US,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000124,HPE-PROD-0288,LOC-171,2025-04-01,3138.43,1207225.56,CUST-41684,ONLINE,NETWORKING,FLEXFABRIC,APJ,AU,SGD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000125,HPE-PROD-0285,LOC-027,2025-04-01,4362.71,1227071.57,CUST-20482,ONLINE,SERVER,PROLIANT,NORTH_AMERICA,CA,USD,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000126,HPE-PROD-0459,LOC-190,2025-04-01,866.84,405160.62,CUST-48079,ONLINE,STORAGE,PRIMERA,EMEA,NL,EUR,UNIT,QUARTERLY,2025-Q2
FC-Q-00-000127,HPE-PROD-0225,LOC-017,2025-04-01,3794.57,614710.3,CUST-49153,DIRECT,COMPUTE,SYNERGY,APJ,SG,SGD,UNIT,QUARTERLY,2025-Q2
