Name,Product_Id__c,Location_Id__c,Forecast_Date__c,Forecast_Qty__c,Revenue_Amount__c,Customer_Id__c,Channel__c,Category__c,Sub_Category__c,Region__c,Country__c,Currency_Code__c,UOM__c,Period_Type__c,Fiscal_Period__c
FC-M-000011,HPE-PROD-2489,LOC-873,2026-10-01,245.11,55714.92,CUST-92240,PARTNER,PRIVATE_CLOUD,COMPOSABLE,LATIN_AMERICA,AR,INR,UNIT,MONTHLY,2026-M10
FC-M-000012,HPE-PROD-7252,LOC-710,2026-11-01,4980.65,265028.06,CUST-82512,DIRECT,SERVER,SYNERGY,LATIN_AMERICA,CL,USD,UNIT,MONTHLY,2026-M11
FC-M-000013,HPE-PROD-5371,LOC-887,2025-12-01,3208.4,56664.53,CUST-66985,PARTNER,SUPERCOMPUTING,CRAY_CS,MIDDLE_EAST,AE,GBP,UNIT,MONTHLY,2025-M12
FC-M-000014,HPE-PROD-9317,LOC-208,2026-01-01,4353.89,149923.95,CUST-93748,PARTNER,PRIVATE_CLOUD,GREENLAKE,EUROPE,GB,EUR,UNIT,MONTHLY,2026-M01
FC-M-000015,HPE-PROD-1009,LOC-713,2026-02-01,1627.54,10718.89,CUST-57576,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,MIDDLE_EAST,AE,EUR,UNIT,MONTHLY,2026-M02
FC-M-000016,HPE-PROD-2403,LOC-849,2026-03-01,2435.09,35537.05,CUST-79822,PARTNER,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,MX,JPY,UNIT,MONTHLY,2026-M03
FC-M-000017,HPE-PROD-5342,LOC-640,2026-04-01,4363.44,212145.83,CUST-37760,PARTNER,PRIVATE_CLOUD,COMPOSABLE,EUROPE,GB,JPY,UNIT,MONTHLY,2026-M04
FC-M-000018,HPE-PROD-8177,LOC-629,2026-05-01,2262.92,124704.9,CUST-18392,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,ASIA_PACIFIC,JP,INR,UNIT,MONTHLY,2026-M05
FC-M-000019,HPE-PROD-2163,LOC-824,2026-06-01,3159.2,115241.95,CUST-14117,DISTRIBUTOR,STORAGE,NIMBLE,NORTH_AMERICA,MX,EUR,UNIT,MONTHLY,2026-M06
FC-M-000020,HPE-PROD-4510,LOC-652,2026-07-01,670.24,467821.61,CUST-84847,ONLINE,COMPUTE,BLADESYSTEM,LATIN_AMERICA,AR,JPY,UNIT,MONTHLY,2026-M07
FC-M-000021,HPE-PROD-2588,LOC-774,2026-08-01,2160.95,212365.73,CUST-71213,DIRECT,STORAGE,ALLETRA,NORTH_AMERICA,MX,USD,UNIT,MONTHLY,2026-M08
FC-M-000022,HPE-PROD-6559,LOC-919,2026-09-01,4309.75,125079.51,CUST-34931,ONLINE,SERVER,PROLIANT,LATIN_AMERICA,AR,EUR,UNIT,MONTHLY,2026-M09
FC-M-000023,HPE-PROD-5092,LOC-995,2026-10-01,4617.1,222122.24,CUST-82132,DIRECT,COMPUTE,BLADESYSTEM,LATIN_AMERICA,CL,INR,UNIT,MONTHLY,2026-M10
FC-M-000024,HPE-PROD-2528,LOC-871,2026-11-01,4244.99,83989.24,CUST-73653,ONLINE,AI,MACHINE_LEARNING,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2026-M11
FC-M-000025,HPE-PROD-1035,LOC-499,2025-12-01,1333.36,392251.23,CUST-69638,DISTRIBUTOR,STORAGE,3PAR,LATIN_AMERICA,CL,INR,UNIT,MONTHLY,2025-M12
FC-M-000026,HPE-PROD-3536,LOC-294,2026-01-01,1490.57,484385.97,CUST-85914,DIRECT,SUPERCOMPUTING,CRAY_XD,LATIN_AMERICA,AR,USD,UNIT,MONTHLY,2026-M01
FC-M-000027,HPE-PROD-8811,LOC-614,2026-02-01,4597.74,266031.94,CUST-17455,DIRECT,SERVER,PROLIANT,MIDDLE_EAST,AE,INR,UNIT,MONTHLY,2026-M02
FC-M-000028,HPE-PROD-7615,LOC-222,2026-03-01,4708.56,285268.03,CUST-85880,DIRECT,SERVER,SYNERGY,EUROPE,DE,JPY,UNIT,MONTHLY,2026-M03
FC-M-000029,HPE-PROD-9565,LOC-423,2026-04-01,4674.18,102925.34,CUST-51180,PARTNER,SUPERCOMPUTING,CRAY_CS,MIDDLE_EAST,SA,EUR,UNIT,MONTHLY,2026-M04
FC-M-000030,HPE-PROD-8491,LOC-423,2026-05-01,4645.8,467931.41,CUST-11220,ONLINE,SUPERCOMPUTING,CRAY_XD,ASIA_PACIFIC,IN,USD,UNIT,MONTHLY,2026-M05
FC-M-000031,HPE-PROD-9288,LOC-371,2026-06-01,670.96,175155.41,CUST-19016,PARTNER,PRIVATE_CLOUD,ONEVIEW,EUROPE,GB,EUR,UNIT,MONTHLY,2026-M06
FC-M-000032,HPE-PROD-5956,LOC-726,2026-07-01,4919.43,403742.87,CUST-79329,DIRECT,NETWORKING,COMWARE,MIDDLE_EAST,IL,GBP,UNIT,MONTHLY,2026-M07
FC-M-000033,HPE-PROD-3200,LOC-370,2026-08-01,585.99,54410.95,CUST-82512,PARTNER,SUPERCOMPUTING,CRAY_CS,NORTH_AMERICA,CA,INR,UNIT,MONTHLY,2026-M08
FC-M-000034,HPE-PROD-4335,LOC-803,2026-09-01,3174.85,132727.97,CUST-74032,DISTRIBUTOR,STORAGE,NIMBLE,ASIA_PACIFIC,IN,JPY,UNIT,MONTHLY,2026-M09
FC-M-000035,HPE-PROD-1722,LOC-103,2026-10-01,1674.45,66279.01,CUST-44335,PARTNER,AI,INFERENCE,ASIA_PACIFIC,AU,INR,UNIT,MONTHLY,2026-M10
FC-M-000036,HPE-PROD-1158,LOC-214,2026-11-01,385.47,441670.09,CUST-29536,DIRECT,SUPERCOMPUTING,CRAY_CS,LATIN_AMERICA,CL,INR,UNIT,MONTHLY,2026-M11
FC-M-000037,HPE-PROD-3088,LOC-142,2025-12-01,1548.21,449591.76,CUST-15229,DISTRIBUTOR,STORAGE,NIMBLE,LATIN_AMERICA,CL,EUR,UNIT,MONTHLY,2025-M12
FC-M-000038,HPE-PROD-6794,LOC-898,2026-01-01,2803.82,437481.65,CUST-91351,PARTNER,SUPERCOMPUTING,CRAY_EX,NORTH_AMERICA,US,EUR,UNIT,MONTHLY,2026-M01
FC-M-000039,HPE-PROD-3938,LOC-854,2026-02-01,4623.19,391410.86,CUST-63964,PARTNER,NETWORKING,FLEXFABRIC,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2026-M02
FC-M-000040,HPE-PROD-8711,LOC-327,2026-03-01,1005.87,459307.5,CUST-55830,DISTRIBUTOR,NETWORKING,ARUBA,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2026-M03
FC-M-000041,HPE-PROD-7528,LOC-436,2026-04-01,1400.23,35640.96,CUST-46585,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,EUROPE,NL,INR,UNIT,MONTHLY,2026-M04
FC-M-000042,HPE-PROD-2889,LOC-998,2026-05-01,4852.3,90105.34,CUST-44795,DIRECT,COMPUTE,BLADESYSTEM,NORTH_AMERICA,MX,JPY,UNIT,MONTHLY,2026-M05
FC-M-000043,HPE-PROD-8149,LOC-720,2026-06-01,4921.34,58707.25,CUST-85574,PARTNER,COMPUTE,EDGELINE,ASIA_PACIFIC,IN,JPY,UNIT,MONTHLY,2026-M06
FC-M-000044,HPE-PROD-9821,LOC-803,2026-07-01,3599.96,371233.09,CUST-97900,PARTNER,SERVER,APOLLO,MIDDLE_EAST,SA,USD,UNIT,MONTHLY,2026-M07
FC-M-000045,HPE-PROD-6143,LOC-779,2026-08-01,4241.6,360157.38,CUST-49363,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,ASIA_PACIFIC,AU,GBP,UNIT,MONTHLY,2026-M08
FC-M-000046,HPE-PROD-3085,LOC-296,2026-09-01,2108.03,470241.47,CUST-98777,PARTNER,NETWORKING,COMWARE,ASIA_PACIFIC,SG,JPY,UNIT,MONTHLY,2026-M09
FC-M-000047,HPE-PROD-5978,LOC-393,2026-10-01,1058.81,393093.65,CUST-89516,DISTRIBUTOR,PRIVATE_CLOUD,ONEVIEW,NORTH_AMERICA,CA,JPY,UNIT,MONTHLY,2026-M10
FC-M-000048,HPE-PROD-9375,LOC-584,2026-11-01,3970.74,479956.17,CUST-32241,DIRECT,SUPERCOMPUTING,CRAY_CS,EUROPE,GB,USD,UNIT,MONTHLY,2026-M11
FC-M-000049,HPE-PROD-6085,LOC-330,2025-12-01,4034.75,74529.63,CUST-16057,PARTNER,AI,DEEP_LEARNING,EUROPE,DE,JPY,UNIT,MONTHLY,2025-M12
FC-M-000050,HPE-PROD-4185,LOC-835,2026-01-01,3484.81,247694.21,CUST-41979,PARTNER,NETWORKING,COMWARE,MIDDLE_EAST,IL,USD,UNIT,MONTHLY,2026-M01
FC-M-000051,HPE-PROD-7965,LOC-324,2026-02-01,887.67,479025.06,CUST-77889,ONLINE,AI,MACHINE_LEARNING,NORTH_AMERICA,MX,EUR,UNIT,MONTHLY,2026-M02
FC-M-000052,HPE-PROD-8478,LOC-236,2026-03-01,4009.07,334121.29,CUST-83259,DISTRIBUTOR,AI,DEEP_LEARNING,NORTH_AMERICA,MX,INR,UNIT,MONTHLY,2026-M03
FC-M-000053,HPE-PROD-8305,LOC-262,2026-04-01,3720.84,237862.54,CUST-43972,PARTNER,NETWORKING,COMWARE,MIDDLE_EAST,SA,INR,UNIT,MONTHLY,2026-M04
FC-M-000054,HPE-PROD-5499,LOC-550,2026-05-01,396.64,143578.35,CUST-45614,DISTRIBUTOR,NETWORKING,FLEXFABRIC,EUROPE,DE,EUR,UNIT,MONTHLY,2026-M05
FC-M-000055,HPE-PROD-7275,LOC-810,2026-06-01,772.5,107762.49,CUST-64377,ONLINE,STORAGE,3PAR,EUROPE,NL,JPY,UNIT,MONTHLY,2026-M06
FC-M-000056,HPE-PROD-7883,LOC-498,2026-07-01,4525.14,292455.63,CUST-12560,ONLINE,SERVER,APOLLO,EUROPE,DE,GBP,UNIT,MONTHLY,2026-M07
FC-M-000057,HPE-PROD-7865,LOC-651,2026-08-01,3740.1,273520.02,CUST-89069,PARTNER,COMPUTE,EDGELINE,LATIN_AMERICA,BR,GBP,UNIT,MONTHLY,2026-M08
FC-M-000058,HPE-PROD-1475,LOC-498,2026-09-01,1687.29,339891.8,CUST-62994,PARTNER,NETWORKING,FLEXFABRIC,LATIN_AMERICA,BR,INR,UNIT,MONTHLY,2026-M09
FC-M-000059,HPE-PROD-7455,LOC-706,2026-10-01,2826.32,14523.92,CUST-94246,ONLINE,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,CA,EUR,UNIT,MONTHLY,2026-M10
FC-M-000060,HPE-PROD-7211,LOC-435,2026-11-01,1066.18,164096.06,CUST-59692,DISTRIBUTOR,SERVER,APOLLO,ASIA_PACIFIC,SG,USD,UNIT,MONTHLY,2026-M11
FC-M-000061,HPE-PROD-9837,LOC-153,2025-12-01,4999.54,175630.21,CUST-95215,DIRECT,NETWORKING,COMWARE,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M12
FC-M-000062,HPE-PROD-1333,LOC-736,2026-01-01,770.39,63984.27,CUST-97747,DIRECT,STORAGE,ALLETRA,EUROPE,FR,JPY,UNIT,MONTHLY,2026-M01
FC-M-000063,HPE-PROD-7043,LOC-271,2026-02-01,3033.4,481903.64,CUST-25012,PARTNER,SUPERCOMPUTING,CRAY_CS,ASIA_PACIFIC,IN,INR,UNIT,MONTHLY,2026-M02
FC-M-000064,HPE-PROD-7149,LOC-506,2026-03-01,4707.94,99966.56,CUST-87607,PARTNER,SERVER,PROLIANT,ASIA_PACIFIC,SG,INR,UNIT,MONTHLY,2026-M03
FC-M-000065,HPE-PROD-1672,LOC-455,2026-04-01,2668.4,331099.15,CUST-19038,DISTRIBUTOR,AI,MACHINE_LEARNING,NORTH_AMERICA,CA,JPY,UNIT,MONTHLY,2026-M04
FC-M-000066,HPE-PROD-6934,LOC-750,2026-05-01,4458.96,230409.93,CUST-30052,ONLINE,SERVER,PROLIANT,LATIN_AMERICA,CL,INR,UNIT,MONTHLY,2026-M05
FC-M-000067,HPE-PROD-9817,LOC-893,2026-06-01,2422.65,218351.67,CUST-87656,DISTRIBUTOR,SUPERCOMPUTING,CRAY_CS,ASIA_PACIFIC,JP,USD,UNIT,MONTHLY,2026-M06
FC-M-000068,HPE-PROD-4995,LOC-868,2026-07-01,2328.9,305555.52,CUST-59674,DISTRIBUTOR,COMPUTE,BLADESYSTEM,LATIN_AMERICA,AR,GBP,UNIT,MONTHLY,2026-M07
FC-M-000069,HPE-PROD-4475,LOC-463,2026-08-01,3991.18,170829.08,CUST-88139,DISTRIBUTOR,STORAGE,ALLETRA,LATIN_AMERICA,BR,INR,UNIT,MONTHLY,2026-M08
FC-M-000070,HPE-PROD-4954,LOC-837,2026-09-01,2038.08,278032.93,CUST-41499,ONLINE,STORAGE,ALLETRA,NORTH_AMERICA,MX,JPY,UNIT,MONTHLY,2026-M09
FC-M-000071,HPE-PROD-2524,LOC-401,2026-10-01,1115.77,346201.79,CUST-50135,DISTRIBUTOR,NETWORKING,FLEXFABRIC,NORTH_AMERICA,MX,INR,UNIT,MONTHLY,2026-M10
FC-M-000072,HPE-PROD-6419,LOC-460,2026-11-01,3517.25,136187.3,CUST-42951,PARTNER,COMPUTE,BLADESYSTEM,LATIN_AMERICA,CL,EUR,UNIT,MONTHLY,2026-M11
FC-M-000073,HPE-PROD-9779,LOC-880,2025-12-01,3453.92,96578.95,CUST-73464,DISTRIBUTOR,COMPUTE,SIMPLIVITY,NORTH_AMERICA,MX,INR,UNIT,MONTHLY,2025-M12
FC-M-000074,HPE-PROD-2647,LOC-952,2026-01-01,978.65,114514.1,CUST-33519,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,ASIA_PACIFIC,JP,GBP,UNIT,MONTHLY,2026-M01
FC-M-000075,HPE-PROD-5786,LOC-814,2026-02-01,4721.01,319296.96,CUST-74340,DIRECT,SERVER,PROLIANT,NORTH_AMERICA,MX,GBP,UNIT,MONTHLY,2026-M02
FC-M-000076,HPE-PROD-8216,LOC-448,2026-03-01,929.97,26636.98,CUST-72616,DIRECT,NETWORKING,ARUBA,LATIN_AMERICA,AR,JPY,UNIT,MONTHLY,2026-M03
FC-M-000077,HPE-PROD-1878,LOC-255,2026-04-01,754.5,281856.96,CUST-49824,DIRECT,SERVER,PROLIANT,MIDDLE_EAST,AE,INR,UNIT,MONTHLY,2026-M04
FC-M-000078,HPE-PROD-4697,LOC-894,2026-05-01,2617.64,225806.72,CUST-68028,DISTRIBUTOR,AI,INFERENCE,LATIN_AMERICA,AR,GBP,UNIT,MONTHLY,2026-M05
FC-M-000079,HPE-PROD-1986,LOC-724,2026-06-01,4800.94,50517.55,CUST-37235,PARTNER,PRIVATE_CLOUD,ONEVIEW,MIDDLE_EAST,IL,USD,UNIT,MONTHLY,2026-M06
FC-M-000080,HPE-PROD-3847,LOC-665,2026-07-01,384.57,2335.19,CUST-69048,ONLINE,STORAGE,3PAR,EUROPE,DE,EUR,UNIT,MONTHLY,2026-M07
FC-M-000081,HPE-PROD-8438,LOC-172,2026-08-01,3440.05,462031.61,CUST-91927,PARTNER,COMPUTE,EDGELINE,ASIA_PACIFIC,IN,INR,UNIT,MONTHLY,2026-M08
FC-M-000082,HPE-PROD-5352,LOC-946,2026-09-01,719.76,30759.38,CUST-50319,DISTRIBUTOR,STORAGE,3PAR,EUROPE,DE,JPY,UNIT,MONTHLY,2026-M09
FC-M-000083,HPE-PROD-7594,LOC-378,2026-10-01,2507.36,247403.81,CUST-20543,DIRECT,SUPERCOMPUTING,CRAY_CS,ASIA_PACIFIC,SG,INR,UNIT,MONTHLY,2026-M10
FC-M-000084,HPE-PROD-2496,LOC-334,2026-11-01,4809.94,418143.35,CUST-85392,DIRECT,COMPUTE,SIMPLIVITY,NORTH_AMERICA,CA,INR,UNIT,MONTHLY,2026-M11
FC-M-000085,HPE-PROD-8708,LOC-631,2025-12-01,3261.03,458120.32,CUST-33788,ONLINE,SERVER,SYNERGY,EUROPE,NL,USD,UNIT,MONTHLY,2025-M12
FC-M-000086,HPE-PROD-7690,LOC-441,2026-01-01,1612.08,53195.34,CUST-31079,DISTRIBUTOR,NETWORKING,FLEXFABRIC,ASIA_PACIFIC,AU,GBP,UNIT,MONTHLY,2026-M01
FC-M-000087,HPE-PROD-1601,LOC-565,2026-02-01,449.42,126947.03,CUST-25194,ONLINE,SUPERCOMPUTING,CRAY_XD,LATIN_AMERICA,BR,INR,UNIT,MONTHLY,2026-M02
FC-M-000088,HPE-PROD-1888,LOC-292,2026-03-01,2597.01,311694.3,CUST-75338,ONLINE,NETWORKING,ARUBA,LATIN_AMERICA,BR,GBP,UNIT,MONTHLY,2026-M03
FC-M-000089,HPE-PROD-5719,LOC-548,2026-04-01,4405.42,242871.19,CUST-13783,PARTNER,PRIVATE_CLOUD,COMPOSABLE,EUROPE,FR,GBP,UNIT,MONTHLY,2026-M04
FC-M-000090,HPE-PROD-7684,LOC-195,2026-05-01,1131.26,420861.44,CUST-24871,ONLINE,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,MX,EUR,UNIT,MONTHLY,2026-M05
FC-M-000091,HPE-PROD-9337,LOC-822,2026-06-01,1374.39,417527.25,CUST-71894,PARTNER,NETWORKING,FLEXFABRIC,ASIA_PACIFIC,JP,JPY,UNIT,MONTHLY,2026-M06
FC-M-000092,HPE-PROD-9327,LOC-864,2026-07-01,4397.84,432149.44,CUST-46208,ONLINE,STORAGE,3PAR,MIDDLE_EAST,IL,GBP,UNIT,MONTHLY,2026-M07
FC-M-000093,HPE-PROD-5634,LOC-843,2026-08-01,1499.79,293881.92,CUST-96499,ONLINE,AI,MACHINE_LEARNING,NORTH_AMERICA,CA,INR,UNIT,MONTHLY,2026-M08
FC-M-000094,HPE-PROD-6446,LOC-665,2026-09-01,3816.73,189227.82,CUST-52176,PARTNER,NETWORKING,COMWARE,ASIA_PACIFIC,JP,INR,UNIT,MONTHLY,2026-M09
FC-M-000095,HPE-PROD-7730,LOC-144,2026-10-01,1597.7,237015.15,CUST-59968,ONLINE,NETWORKING,COMWARE,EUROPE,FR,JPY,UNIT,MONTHLY,2026-M10
FC-M-000096,HPE-PROD-9229,LOC-704,2026-11-01,1666.65,51081.94,CUST-67711,DIRECT,SERVER,SYNERGY,EUROPE,NL,USD,UNIT,MONTHLY,2026-M11
FC-M-000097,HPE-PROD-7717,LOC-991,2025-12-01,3277.36,78026.25,CUST-71537,DISTRIBUTOR,SUPERCOMPUTING,CRAY_CS,EUROPE,NL,USD,UNIT,MONTHLY,2025-M12
FC-M-000098,HPE-PROD-9742,LOC-489,2026-01-01,4771.16,313772.79,CUST-73956,DIRECT,AI,INFERENCE,ASIA_PACIFIC,IN,EUR,UNIT,MONTHLY,2026-M01
FC-M-000099,HPE-PROD-4727,LOC-864,2026-02-01,460.99,489190.53,CUST-93066,DIRECT,SUPERCOMPUTING,CRAY_CS,ASIA_PACIFIC,JP,GBP,UNIT,MONTHLY,2026-M02
FC-M-000100,HPE-PROD-6314,LOC-915,2026-03-01,290.03,179873.21,CUST-66450,PARTNER,SERVER,PROLIANT,NORTH_AMERICA,MX,JPY,UNIT,MONTHLY,2026-M03
FC-M-000101,HPE-PROD-3785,LOC-279,2026-04-01,404.05,435548.96,CUST-91226,PARTNER,PRIVATE_CLOUD,ONEVIEW,EUROPE,FR,EUR,UNIT,MONTHLY,2026-M04
FC-M-000102,HPE-PROD-8529,LOC-361,2026-05-01,3337.54,449555.36,CUST-70981,DISTRIBUTOR,NETWORKING,COMWARE,ASIA_PACIFIC,JP,USD,UNIT,MONTHLY,2026-M05
FC-M-000103,HPE-PROD-5901,LOC-754,2026-06-01,4810.53,345466.44,CUST-69878,DISTRIBUTOR,NETWORKING,ARUBA,ASIA_PACIFIC,AU,JPY,UNIT,MONTHLY,2026-M06
FC-M-000104,HPE-PROD-7248,LOC-685,2026-07-01,1801.21,148640.32,CUST-48696,DIRECT,SERVER,SYNERGY,EUROPE,NL,GBP,UNIT,MONTHLY,2026-M07
FC-M-000105,HPE-PROD-1803,LOC-720,2026-08-01,3728.41,416586.61,CUST-47512,PARTNER,SERVER,SYNERGY,MIDDLE_EAST,SA,EUR,UNIT,MONTHLY,2026-M08
FC-M-000106,HPE-PROD-5106,LOC-794,2026-09-01,3780.33,383967.92,CUST-99241,PARTNER,SUPERCOMPUTING,CRAY_XD,EUROPE,DE,USD,UNIT,MONTHLY,2026-M09
FC-M-000107,HPE-PROD-1546,LOC-693,2026-10-01,1830.66,66574.49,CUST-48680,DISTRIBUTOR,COMPUTE,SIMPLIVITY,LATIN_AMERICA,AR,EUR,UNIT,MONTHLY,2026-M10
FC-M-000108,HPE-PROD-9837,LOC-997,2026-11-01,4857.73,265895.33,CUST-45720,PARTNER,STORAGE,3PAR,EUROPE,NL,GBP,UNIT,MONTHLY,2026-M11
FC-M-000109,HPE-PROD-2886,LOC-579,2025-12-01,4814.84,71237.75,CUST-39571,ONLINE,SUPERCOMPUTING,CRAY_XD,ASIA_PACIFIC,SG,USD,UNIT,MONTHLY,2025-M12
FC-M-000110,HPE-PROD-1228,LOC-370,2026-01-01,2687.5,227938.23,CUST-98188,DISTRIBUTOR,AI,INFERENCE,LATIN_AMERICA,AR,GBP,UNIT,MONTHLY,2026-M01
FC-M-000111,HPE-PROD-8724,LOC-125,2026-02-01,3101.54,471641.4,CUST-52992,PARTNER,SERVER,SYNERGY,EUROPE,DE,JPY,UNIT,MONTHLY,2026-M02
FC-M-000112,HPE-PROD-7689,LOC-219,2026-03-01,707.49,473184.5,CUST-49893,ONLINE,SUPERCOMPUTING,CRAY_EX,ASIA_PACIFIC,IN,EUR,UNIT,MONTHLY,2026-M03
FC-M-000113,HPE-PROD-7367,LOC-564,2026-04-01,1861.35,474741.0,CUST-80804,ONLINE,PRIVATE_CLOUD,COMPOSABLE,EUROPE,FR,JPY,UNIT,MONTHLY,2026-M04
FC-M-000114,HPE-PROD-9017,LOC-730,2026-05-01,2046.5,475809.24,CUST-14288,DISTRIBUTOR,SUPERCOMPUTING,CRAY_EX,NORTH_AMERICA,CA,JPY,UNIT,MONTHLY,2026-M05
FC-M-000115,HPE-PROD-2627,LOC-802,2026-06-01,1843.0,450946.41,CUST-94518,DISTRIBUTOR,STORAGE,NIMBLE,ASIA_PACIFIC,AU,GBP,UNIT,MONTHLY,2026-M06
FC-M-000116,HPE-PROD-8450,LOC-193,2026-07-01,3317.22,321210.53,CUST-88269,DIRECT,STORAGE,NIMBLE,NORTH_AMERICA,CA,EUR,UNIT,MONTHLY,2026-M07
FC-M-000117,HPE-PROD-4362,LOC-170,2026-08-01,4150.79,277549.69,CUST-86858,PARTNER,STORAGE,NIMBLE,MIDDLE_EAST,SA,EUR,UNIT,MONTHLY,2026-M08
FC-M-000118,HPE-PROD-1046,LOC-383,2026-09-01,4293.45,73199.3,CUST-27038,DISTRIBUTOR,AI,MACHINE_LEARNING,MIDDLE_EAST,AE,USD,UNIT,MONTHLY,2026-M09
FC-M-000119,HPE-PROD-6869,LOC-908,2026-10-01,3944.27,294837.61,CUST-12068,PARTNER,STORAGE,3PAR,NORTH_AMERICA,US,EUR,UNIT,MONTHLY,2026-M10
FC-M-000120,HPE-PROD-9619,LOC-216,2026-11-01,3730.87,238646.74,CUST-57453,DIRECT,SUPERCOMPUTING,CRAY_CS,LATIN_AMERICA,CL,EUR,UNIT,MONTHLY,2026-M11
FC-M-000121,HPE-PROD-9543,LOC-408,2025-12-01,2295.63,482049.07,CUST-17972,ONLINE,PRIVATE_CLOUD,ONEVIEW,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M12
FC-M-000122,HPE-PROD-2204,LOC-182,2026-01-01,1617.34,75018.58,CUST-26540,DISTRIBUTOR,NETWORKING,COMWARE,LATIN_AMERICA,CL,INR,UNIT,MONTHLY,2026-M01
FC-M-000123,HPE-PROD-7240,LOC-711,2026-02-01,2657.48,227403.99,CUST-89354,ONLINE,PRIVATE_CLOUD,GREENLAKE,ASIA_PACIFIC,IN,INR,UNIT,MONTHLY,2026-M02
FC-M-000124,HPE-PROD-8046,LOC-562,2026-03-01,4441.57,207492.97,CUST-69441,ONLINE,SUPERCOMPUTING,CRAY_CS,EUROPE,DE,GBP,UNIT,MONTHLY,2026-M03
FC-M-000125,HPE-PROD-5176,LOC-483,2026-04-01,4768.43,343723.7,CUST-72163,DIRECT,NETWORKING,ARUBA,ASIA_PACIFIC,IN,USD,UNIT,MONTHLY,2026-M04
FC-M-000126,HPE-PROD-7105,LOC-931,2026-05-01,659.28,30930.51,CUST-83608,DISTRIBUTOR,NETWORKING,COMWARE,NORTH_AMERICA,US,JPY,UNIT,MONTHLY,2026-M05
FC-M-000127,HPE-PROD-1842,LOC-394,2026-06-01,3006.05,176471.45,CUST-85748,PARTNER,COMPUTE,BLADESYSTEM,LATIN_AMERICA,CL,JPY,UNIT,MONTHLY,2026-M06
FC-M-000128,HPE-PROD-6736,LOC-965,2026-07-01,2785.76,58327.77,CUST-46512,PARTNER,STORAGE,3PAR,NORTH_AMERICA,MX,INR,UNIT,MONTHLY,2026-M07
