Name,Product_Id__c,Location_Id__c,Forecast_Date__c,Forecast_Qty__c,Revenue_Amount__c,Customer_Id__c,Channel__c,Category__c,Sub_Category__c,Region__c,Country__c,Currency_Code__c,UOM__c,Period_Type__c,Fiscal_Period__c
FC-M-00-000069,HPE-PROD-0431,LOC-030,2025-04-01,2593.47,448777.17,CUST-42661,PARTNER,SUPERCOMPUTING,CRAY_XD,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000070,HPE-PROD-0283,LOC-038,2025-04-01,3886.11,1688458.72,CUST-14575,PARTNER,PRIVATE_CLOUD,GREENLAKE,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000071,HPE-PROD-0002,LOC-073,2025-04-01,2473.27,493659.7,CUST-39264,VAR,AI,AI_CLUSTER,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000072,HPE-PROD-0446,LOC-049,2025-04-01,3749.06,1377226.74,CUST-12860,PARTNER,STORAGE,PRIMERA,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000073,HPE-PROD-0421,LOC-167,2025-04-01,1726.77,164326.46,CUST-42918,VAR,SERVER,PROLIANT,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000074,HPE-PROD-0008,LOC-185,2025-04-01,3929.47,665103.08,CUST-14903,DISTRIBUTOR,AI,AI_CLUSTER,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000075,HPE-PROD-0169,LOC-173,2025-04-01,3125.55,486481.26,CUST-45456,DIRECT,SUPERCOMPUTING,CRAY_EX,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000076,HPE-PROD-0047,LOC-112,2025-04-01,4526.78,320024.95,CUST-55482,PARTNER,NETWORKING,ARUBA,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000077,HPE-PROD-0075,LOC-063,2025-04-01,4367.11,1436210.01,CUST-15175,VAR,STORAGE,NIMBLE,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000078,HPE-PROD-0237,LOC-164,2025-04-01,3420.29,414159.6,CUST-40490,PARTNER,COMPUTE,SYNERGY,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000079,HPE-PROD-0328,LOC-109,2025-04-01,4281.34,419545.5,CUST-23055,DISTRIBUTOR,AI,AI_FACTORY,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000080,HPE-PROD-0359,LOC-076,2025-04-01,4562.02,1757871.62,CUST-47088,DIRECT,COMPUTE,SYNERGY,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000081,HPE-PROD-0118,LOC-156,2025-04-01,3421.05,1280901.91,CUST-50690,PARTNER,SUPERCOMPUTING,CRAY_XD,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000082,HPE-PROD-0463,LOC-161,2025-04-01,1887.82,206027.83,CUST-12186,VAR,AI,AI_FACTORY,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000083,HPE-PROD-0103,LOC-034,2025-04-01,4840.18,884850.98,CUST-26840,DISTRIBUTOR,AI,AI_CLUSTER,APJ,JP,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000084,HPE-PROD-0039,LOC-037,2025-04-01,168.2,49023.16,CUST-15918,DISTRIBUTOR,AI,AI_FACTORY,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000085,HPE-PROD-0300,LOC-098,2025-04-01,3135.78,1487695.91,CUST-40898,DIRECT,SUPERCOMPUTING,CRAY_XD,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000086,HPE-PROD-0326,LOC-119,2025-04-01,1591.39,432350.55,CUST-12971,DIRECT,SERVER,PROLIANT,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000087,HPE-PROD-0233,LOC-095,2025-04-01,2099.77,1004077.86,CUST-42069,VAR,NETWORKING,ARUBA,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000088,HPE-PROD-0487,LOC-061,2025-04-01,396.7,69083.98,CUST-45682,PARTNER,SUPERCOMPUTING,CRAY_EX,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000089,HPE-PROD-0047,LOC-170,2025-04-01,3956.19,563134.01,CUST-25962,ONLINE,SERVER,APOLLO,EMEA,DE,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000090,HPE-PROD-0417,LOC-060,2025-04-01,4938.88,1447570.69,CUST-28171,ONLINE,AI,AI_CLUSTER,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000091,HPE-PROD-0068,LOC-004,2025-04-01,1400.3,149889.99,CUST-11034,ONLINE,PRIVATE_CLOUD,GREENLAKE,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000092,HPE-PROD-0230,LOC-200,2025-04-01,3663.49,1681315.72,CUST-50311,DIRECT,NETWORKING,ARUBA,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000093,HPE-PROD-0016,LOC-016,2025-04-01,460.1,39732.26,CUST-42130,DISTRIBUTOR,NETWORKING,ARUBA,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000094,HPE-PROD-0325,LOC-150,2025-04-01,3066.59,290192.36,CUST-39734,VAR,PRIVATE_CLOUD,GREENLAKE,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000095,HPE-PROD-0394,LOC-142,2025-04-01,4154.35,953126.63,CUST-37119,PARTNER,NETWORKING,ARUBA,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000096,HPE-PROD-0131,LOC-096,2025-04-01,2216.19,853377.28,CUST-15594,DIRECT,SERVER,PROLIANT,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000097,HPE-PROD-0490,LOC-144,2025-04-01,4353.65,1630343.12,CUST-53603,DISTRIBUTOR,NETWORKING,FLEXFABRIC,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000098,HPE-PROD-0296,LOC-130,2025-04-01,1815.56,545248.01,CUST-24696,DIRECT,SUPERCOMPUTING,CRAY_EX,EMEA,FR,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000099,HPE-PROD-0220,LOC-144,2025-04-01,4615.53,959848.11,CUST-27909,PARTNER,SERVER,PROLIANT,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000100,HPE-PROD-0036,LOC-037,2025-04-01,2322.86,280680.87,CUST-34654,DISTRIBUTOR,SUPERCOMPUTING,CRAY_XD,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000101,HPE-PROD-0306,LOC-022,2025-04-01,1433.3,498605.53,CUST-54169,DIRECT,STORAGE,NIMBLE,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000102,HPE-PROD-0387,LOC-132,2025-04-01,2484.5,870095.88,CUST-28562,VAR,NETWORKING,ARUBA,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000103,HPE-PROD-0004,LOC-053,2025-04-01,1707.8,91330.51,CUST-26745,PARTNER,AI,AI_CLUSTER,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000104,HPE-PROD-0361,LOC-059,2025-04-01,2352.8,200077.82,CUST-38588,DIRECT,NETWORKING,ARUBA,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000105,HPE-PROD-0328,LOC-107,2025-04-01,4026.48,1321315.05,CUST-31284,ONLINE,NETWORKING,ARUBA,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000106,HPE-PROD-0433,LOC-028,2025-04-01,2039.26,386691.73,CUST-44338,DIRECT,PRIVATE_CLOUD,GREENLAKE,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000107,HPE-PROD-0262,LOC-163,2025-04-01,1257.72,145769.62,CUST-33009,ONLINE,AI,AI_FACTORY,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000108,HPE-PROD-0336,LOC-020,2025-04-01,3250.66,1605628.97,CUST-54638,VAR,NETWORKING,FLEXFABRIC,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000109,HPE-PROD-0226,LOC-018,2025-04-01,375.24,104429.89,CUST-28001,VAR,SUPERCOMPUTING,CRAY_EX,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000110,HPE-PROD-0426,LOC-074,2025-04-01,2816.15,1144252.46,CUST-40324,VAR,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,US,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000111,HPE-PROD-0334,LOC-049,2025-04-01,607.16,276019.23,CUST-14054,DISTRIBUTOR,PRIVATE_CLOUD,GREENLAKE,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000112,HPE-PROD-0089,LOC-011,2025-04-01,4597.89,1031478.93,CUST-33848,PARTNER,NETWORKING,ARUBA,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000113,HPE-PROD-0324,LOC-166,2025-04-01,1492.32,560634.99,CUST-46566,DISTRIBUTOR,COMPUTE,SYNERGY,APJ,IN,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000114,HPE-PROD-0171,LOC-021,2025-04-01,3573.29,314891.02,CUST-18450,VAR,COMPUTE,BLADESYSTEM,EMEA,UK,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000115,HPE-PROD-0066,LOC-172,2025-04-01,1613.44,771266.58,CUST-11194,PARTNER,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000116,HPE-PROD-0071,LOC-040,2025-04-01,4192.09,1876618.33,CUST-43271,VAR,AI,AI_CLUSTER,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000117,HPE-PROD-0068,LOC-153,2025-04-01,4064.31,505976.62,CUST-55406,VAR,STORAGE,NIMBLE,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000118,HPE-PROD-0122,LOC-114,2025-04-01,4529.47,621929.2,CUST-30281,DISTRIBUTOR,STORAGE,NIMBLE,APJ,AU,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000119,HPE-PROD-0394,LOC-073,2025-04-01,4377.71,321678.12,CUST-49627,ONLINE,STORAGE,NIMBLE,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000120,HPE-PROD-0365,LOC-133,2025-04-01,4536.0,527568.08,CUST-27877,DISTRIBUTOR,SERVER,PROLIANT,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000121,HPE-PROD-0231,LOC-090,2025-04-01,1255.31,624562.43,CUST-42899,PARTNER,SERVER,APOLLO,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000122,,LOC-183,2025-04-01,3510.75,394807.4,CUST-28800,DISTRIBUTOR,STORAGE,NIMBLE,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000123,HPE-PROD-0041,LOC-005,2025-04-01,2686.08,268699.56,CUST-45966,VAR,AI,AI_CLUSTER,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000124,HPE-PROD-0215,LOC-164,2025-04-01,180.53,50894.85,CUST-49107,VAR,SERVER,APOLLO,LATAM,BR,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000125,HPE-PROD-0315,LOC-091,2025-04-01,431.63,123759.87,CUST-44307,PARTNER,STORAGE,NIMBLE,EMEA,NL,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000126,HPE-PROD-0200,LOC-121,2025-04-01,1849.76,148724.04,CUST-58976,DIRECT,COMPUTE,BLADESYSTEM,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
FC-M-00-000127,HPE-PROD-0298,LOC-189,2025-04-01,4086.19,526260.85,CUST-45783,PARTNER,SERVER,APOLLO,APJ,SG,SGD,UNIT,MONTHLY,2025-M04
FC-M-00-000128,HPE-PROD-0324,LOC-047,2025-04-01,1087.8,441645.87,CUST-12423,PARTNER,SUPERCOMPUTING,CRAY_EX,EMEA,DE,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000129,HPE-PROD-0204,LOC-140,2025-04-01,4324.48,309251.42,CUST-28750,PARTNER,SERVER,PROLIANT,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000130,HPE-PROD-0224,LOC-103,2025-04-01,1900.0,776683.7,CUST-42519,DISTRIBUTOR,COMPUTE,SYNERGY,LATAM,MX,BRL,UNIT,MONTHLY,2025-M04
FC-M-00-000131,HPE-PROD-0221,LOC-155,2025-04-01,3338.5,627381.39,CUST-15247,PARTNER,COMPUTE,SYNERGY,EMEA,UK,EUR,UNIT,MONTHLY,2025-M04
FC-M-00-000132,HPE-PROD-0180,LOC-115,2025-04-01,467.7,157559.08,CUST-27993,DIRECT,PRIVATE_CLOUD,GREENLAKE,NORTH_AMERICA,CA,USD,UNIT,MONTHLY,2025-M04
